Date,Daily_Rainfall_mm,Mean_Daily_Temperature_Celsius,Mean_Daily_Relative_Humidity_Percent,Mean_Daily_Surface_Pressure_hPa,Mean_Daily_Wind_Speed_kmh,Mean_Daily_Wind_Direction_Degree,Mean_Daily_Radiation_Wh_m2,Prakasam_Barrage_Level_ft,Prakasam_Barrage_Inflow_cusecs,Prakasam_Barrage_Outflow_cusecs,Prakasam_Barrage_Current_Storage,Prakasam_Barrage_Flood_Cushion,Flood_Event
9/9/2020,2.4,28.93,82.54,1002.75,5.73,157.29,236.83,57.05,15227,16985,3.07,0,0
9/10/2020,5.4,28.95,81.25,1000.75,5.59,201.83,241.04,57.05,15730,16210,3.07,0,0
9/11/2020,13.6,28.26,86.00,1000.83,4.23,197.71,196.96,57.05,40185,55081,3.07,0,0
9/12/2020,16.1,27.54,87.58,1002.68,6.55,230.79,108.83,57.05,262088,130857,3.07,0,0
9/13/2020,106.6,26.52,91.38,1001.46,9.21,243.75,132.38,57.05,120976,138529,3.07,0,0
9/14/2020,39.6,26.23,91.79,1000.00,9.62,268.46,136.58,56.69,310729,310729,2.99,0.08,0
9/15/2020,18.7,26.73,90.75,1000.67,7.00,251.67,114.29,56.76,434221,234049,3,0.07,0
9/16/2020,14.9,27.11,87.67,1001.27,5.63,241.75,177.96,57.05,157727,303579,3.07,0,0
9/17/2020,7,27.85,86.54,1001.50,6.70,246.08,206.54,56.55,361286,347736,2.96,0.11,0
9/18/2020,8.7,28.28,85.00,1000.07,7.73,274.46,199.83,56.2,197253,190586,2.87,0.2,0
9/19/2020,36.7,27.77,88.29,997.87,7.28,266.50,178.79,56.95,218939,317018,3.05,0.02,0
9/20/2020,17.2,27.08,90.38,997.05,8.18,260.46,104.71,56.53,397400,333928,2.95,0.12,1
9/21/2020,12.9,26.77,86.88,997.56,11.03,235.38,100.25,57.05,193046,324918,3.07,0,1
9/22/2020,0.7,27.73,79.79,998.95,12.74,209.58,180.83,56.89,248114,313606,3.03,0.04,1
9/23/2020,0,28.45,77.17,1001.60,10.13,219.63,241.25,57.05,326468,326468,3.07,0,1
9/24/2020,0,28.96,79.08,1004.05,8.48,224.83,255.71,57.05,87311,147092,3.07,0,1
9/25/2020,38.5,27.82,86.46,1003.69,8.04,224.79,171.46,57.05,29172,99420,3.07,0,0
9/26/2020,25.7,26.49,86.25,1003.19,11.92,272.83,141.92,57.05,348780,343690,3.07,0,0
9/27/2020,5.2,27.08,85.46,1003.76,9.79,275.25,207.92,57.05,687451,682010,3.07,0,1
9/28/2020,0,28.13,83.63,1003.22,8.02,298.79,249.50,57.05,653605,646234,3.07,0,1
9/29/2020,4,28.18,84.13,1002.07,7.19,304.00,210.38,57.05,244280,171734,3.07,0,1
9/30/2020,5.3,27.46,87.21,1001.20,8.19,297.75,129.00,57.05,129701,164629,3.07,0,1
10/1/2020,0.3,28.10,79.54,1001.13,11.78,298.21,205.54,56.89,109854,207290,3.03,0.04,1
10/2/2020,0,28.78,77.08,1001.13,9.68,293.42,234.50,56.92,288948,175037,3.04,0.03,0
10/3/2020,0,29.15,76.83,1001.28,6.31,235.29,210.79,57.05,124286,130580,3.07,0,0
10/4/2020,0,28.59,74.42,1002.01,10.38,288.25,160.63,57.05,91642,85418,3.07,0,0
10/5/2020,0,28.22,74.33,1001.95,9.14,276.46,141.96,57.05,45055,43412,3.07,0,0
10/6/2020,0.8,27.81,83.50,1002.40,7.08,227.42,180.04,57.05,43397,29038,3.07,0,0
10/7/2020,5.8,27.07,88.58,1003.60,5.30,247.96,155.75,57.05,43713,79447,3.07,0,0
10/8/2020,4.3,27.33,89.00,1004.16,4.27,183.13,182.79,57.05,78043,64437,3.07,0,0
10/9/2020,7.6,27.18,90.25,1004.63,4.75,126.71,180.33,57.05,44071,49409,3.07,0,0
10/10/2020,10,27.04,90.71,1003.58,3.50,202.25,124.46,57.05,21478,29334,3.07,0,0
10/11/2020,35.5,25.76,93.71,1001.22,5.61,261.08,62.33,57.02,35695,35221,3.06,0.01,0
10/12/2020,24.3,26.30,90.29,998.87,8.53,282.88,94.96,56.2,25767,79349,2.87,0.2,0
10/13/2020,88.5,25.65,90.75,995.13,17.55,234.33,83.92,57.05,279490,564006,3.07,0,1
10/14/2020,1.2,27.17,84.13,998.85,8.74,152.25,162.92,57.05,743001,743001,3.07,0,1
10/15/2020,15.5,26.77,89.88,1000.95,4.96,114.71,142.21,57.05,650781,650781,3.07,0,1
10/16/2020,12.3,26.73,89.25,1001.85,3.70,152.54,154.04,57.05,653828,657300,3.07,0,1
10/17/2020,11.8,26.67,90.50,1002.98,4.26,92.58,175.29,57.05,602245,598773,3.07,0,1
10/18/2020,2.7,27.39,88.54,1003.66,3.58,169.54,182.04,57.05,566202,552730,3.07,0,1
10/19/2020,34,27.35,88.58,1002.86,6.03,227.13,182.92,57.05,490980,487508,3.07,0,0
10/20/2020,40.7,25.77,93.38,1002.88,4.64,164.88,52.96,57.05,425129,422660,3.07,0,0
10/21/2020,9.2,26.74,90.96,1002.84,6.23,296.67,128.13,57.05,396219,396219,3.07,0,0
10/22/2020,0,28.01,81.71,1001.58,7.34,292.58,233.46,56.76,380436,372520,3,0.07,0
10/23/2020,0,28.01,77.92,1002.31,6.80,309.75,242.67,56.53,358715,358715,2.95,0.12,0
10/24/2020,0,27.83,77.96,1004.33,5.61,206.54,240.63,56.27,188240,182256,2.88,0.19,0
10/25/2020,0,27.63,82.33,1006.56,5.37,121.17,222.33,57.05,135860,94833,3.07,0,0
10/26/2020,0,27.49,80.38,1007.39,4.69,143.25,221.21,57.05,48050,36500,3.07,0,0
10/27/2020,0.6,26.83,83.17,1007.13,5.80,130.63,210.21,56.96,63564,63564,3.05,0.02,0
10/28/2020,0,27.06,79.38,1007.85,5.43,199.58,183.92,57.05,141642,150488,3.07,0,0
10/29/2020,0.1,26.70,72.13,1008.23,4.97,162.46,141.58,57.05,79188,79188,3.07,0,0
10/30/2020,0,27.11,75.88,1007.15,6.08,172.42,226.00,57.05,59117,59117,3.07,0,0
10/31/2020,0,27.32,74.88,1007.13,5.17,218.92,234.25,57.05,67766,63322,3.07,0,0
11/1/2020,0,27.44,76.00,1007.66,4.51,239.88,230.21,57.05,32531,30417,3.07,0,0
11/2/2020,0,27.84,77.21,1008.58,4.22,244.79,218.29,57.05,31171,37837,3.07,0,0
11/3/2020,1.2,27.68,82.71,1008.91,3.77,173.13,196.21,57.05,34092,34092,3.07,0,0
11/4/2020,4.3,27.20,85.79,1008.77,3.72,188.63,194.33,57.05,33137,33137,3.07,0,0
11/5/2020,2.1,26.75,85.38,1009.44,5.17,119.00,158.42,57.05,18999,18999,3.07,0,0
11/6/2020,5.4,26.36,88.21,1011.07,6.93,85.79,164.25,57.05,18271,18271,3.07,0,0
11/7/2020,0.6,26.70,81.75,1011.80,7.99,83.25,201.67,57.05,14408,14408,3.07,0,0
11/8/2020,0.2,26.29,77.63,1011.91,7.75,65.21,209.63,57.05,16049,16049,3.07,0,0
11/9/2020,0,23.92,67.63,1010.90,6.34,188.67,242.38,57.05,15548,15548,3.07,0,0
11/10/2020,0,23.69,68.00,1009.07,6.48,115.63,240.54,57.05,14791,14791,3.07,0,0
11/11/2020,0.8,24.85,77.79,1009.07,9.85,84.83,146.79,57.05,10846,10846,3.07,0,0
11/12/2020,3.2,25.23,87.46,1010.48,12.96,73.29,108.29,57.05,13235,13235,3.07,0,0
11/13/2020,0,26.20,76.42,1009.95,9.26,77.88,214.46,57.05,11196,11196,3.07,0,0
11/14/2020,0,26.08,68.75,1008.88,9.81,71.46,231.08,57.05,9254,9254,3.07,0,0
11/15/2020,10.1,25.40,82.29,1009.04,11.11,79.21,153.04,57.05,9349,9349,3.07,0,0
11/16/2020,0.1,26.15,82.79,1009.53,9.36,92.04,120.21,57.05,9259,9259,3.07,0,0
11/17/2020,0,25.78,82.71,1008.98,9.10,84.75,196.58,57.05,8544,8544,3.07,0,0
11/18/2020,1,25.90,85.58,1009.11,7.26,98.88,175.46,57.05,9736,9736,3.07,0,0
11/19/2020,0,26.30,82.75,1009.11,6.86,110.25,197.92,57.05,8241,8241,3.07,0,0
11/20/2020,0,25.62,83.54,1009.48,4.02,245.92,201.96,57.05,10833,10833,3.07,0,0
11/21/2020,0,26.17,77.08,1009.34,4.53,258.92,214.42,57.05,10178,10178,3.07,0,0
11/22/2020,0,26.71,79.21,1010.08,5.53,122.29,180.08,57.05,10684,10684,3.07,0,0
11/23/2020,1.2,26.45,78.67,1010.32,7.98,86.88,183.83,57.05,10220,10220,3.07,0,0
11/24/2020,0,26.08,69.67,1009.42,9.56,56.25,191.04,57.05,6209,5844,3.07,0,0
11/25/2020,1.4,25.70,67.17,1008.61,15.04,65.71,131.71,57.05,4406,5356,3.07,0,0
11/26/2020,64.6,22.38,92.13,1008.28,18.92,57.38,29.25,57.05,10905,10905,3.07,0,0
11/27/2020,36.4,22.94,90.29,1008.96,18.43,67.13,98.79,57.05,14740,14740,3.07,0,0
11/28/2020,0.9,23.07,83.88,1011.72,14.24,68.33,117.58,57.05,10196,14600,3.07,0,0
11/29/2020,0.7,24.66,70.63,1011.73,9.92,68.58,212.17,56.92,18000,18000,3.04,0.03,0
11/30/2020,0,24.18,75.38,1011.53,7.97,73.21,215.25,57.05,10875,10875,3.07,0,0
12/1/2020,0,23.48,78.92,1011.62,7.48,61.71,212.58,57.05,5920,7031,3.07,0,0
12/2/2020,0,23.80,75.42,1010.06,7.23,49.50,211.96,57.05,5936,5936,3.07,0,0
12/3/2020,0,24.45,72.29,1009.22,9.81,58.83,194.29,57.05,4852,3706,3.07,0,0
12/4/2020,0,24.73,73.04,1008.43,9.38,61.04,215.17,57.05,3367,2256,3.07,0,0
12/5/2020,0,24.56,73.54,1009.10,10.25,60.04,210.33,57.05,2251,2251,3.07,0,0
12/6/2020,0.5,24.21,74.58,1010.59,10.86,70.46,163.17,57.05,2010,2251,3.07,0,0
12/7/2020,0,25.24,75.63,1012.05,9.51,72.46,189.25,57.05,4293,2219,3.07,0,0
12/8/2020,0,24.16,78.71,1012.22,8.66,71.71,215.33,57.05,4293,2219,3.07,0,0
12/9/2020,0,22.90,80.92,1011.49,5.18,110.71,207.46,57.05,4119,2219,3.07,0,0
12/10/2020,0,23.46,81.75,1010.93,4.41,210.46,211.92,57.05,4334,2219,3.07,0,0
12/11/2020,0,23.64,83.38,1011.04,3.76,176.63,179.04,57.05,4334,2219,3.07,0,0
12/12/2020,0,23.59,80.08,1010.60,4.55,160.46,191.92,57.05,3206,2519,3.07,0,0
12/13/2020,0,23.42,79.54,1009.60,4.55,193.50,208.83,57.05,3206,2519,3.07,0,0
12/14/2020,0,23.89,76.42,1009.89,6.11,110.75,196.33,57.05,3206,2519,3.07,0,0
12/15/2020,0.3,23.86,79.92,1011.34,8.82,80.38,159.21,57.05,2853,2427,3.07,0,0
12/16/2020,0,24.72,79.71,1012.03,9.65,86.00,168.17,56.79,2658,2424,3.01,0.06,0
12/17/2020,0,25.40,77.00,1011.63,6.91,78.00,197.88,56.69,4148,2624,2.99,0.08,0
12/18/2020,0,24.72,80.79,1011.64,7.13,87.46,169.96,56.76,4148,2624,3,0.07,0
12/19/2020,0,24.59,79.17,1012.30,6.80,73.63,171.79,56.89,4055,2970,3.03,0.04,0
12/20/2020,0,23.95,77.92,1012.72,6.89,65.58,190.79,56.89,4055,2970,3.03,0.04,0
12/21/2020,0,22.58,71.38,1011.79,4.47,122.54,215.92,56.89,4055,2970,3.03,0.04,0
12/22/2020,0,22.49,74.21,1010.97,3.68,98.08,209.46,56.89,3540,3540,3.03,0.04,0
12/23/2020,0,22.53,77.67,1010.08,4.21,123.96,205.42,56.86,2928,3677,3.02,0.05,0
12/24/2020,0,22.43,75.00,1009.50,5.91,83.08,211.67,56.79,2928,3677,3.01,0.06,0
12/25/2020,0,23.09,74.21,1010.27,6.36,68.17,191.17,56.73,2928,3677,2.99,0.08,0
12/26/2020,0,23.33,76.92,1010.94,6.64,93.58,188.67,56.46,3995,3995,2.93,0.14,0
12/27/2020,0,23.06,77.58,1010.24,5.43,91.21,207.17,56.56,2928,4221,2.95,0.12,0
12/28/2020,0,23.22,78.25,1009.88,5.00,109.96,205.75,56.79,2928,4221,3.01,0.06,0
12/29/2020,0,23.65,77.33,1009.97,6.78,84.92,195.63,56.96,2928,4221,3.05,0.02,0
12/30/2020,0,23.97,73.83,1010.44,10.10,88.04,189.63,57.05,4686,4686,3.07,0,0
12/31/2020,0,24.21,73.33,1011.03,10.00,89.25,190.67,57.02,5038,5038,3.06,0.01,0
1/1/2021,0,23.33,74.17,1011.67,10.35,91.21,202.54,57.05,5220,5220,3.07,0,0
1/2/2021,0,23.20,73.17,1011.37,9.33,82.71,211.46,57.02,0,0,3.06,0.01,0
1/3/2021,0,22.81,75.58,1010.06,8.83,90.71,204.04,57.05,3854,3854,3.07,0,0
1/4/2021,0,23.47,73.75,1010.10,9.57,96.83,189.63,57.05,5700,5481,3.07,0,0
1/5/2021,0,24.88,76.25,1010.15,8.99,100.04,155.58,57.05,5700,5481,3.07,0,0
1/6/2021,0,24.82,74.58,1009.26,7.92,91.17,82.88,57.05,5705,5481,3.07,0,0
1/7/2021,0,24.53,78.13,1008.09,4.62,96.88,76.46,57.05,5481,5481,3.07,0,0
1/8/2021,0,25.56,77.67,1007.33,7.93,90.71,175.75,57.05,5481,5481,3.07,0,0
1/9/2021,0,24.00,77.29,1008.53,8.47,104.96,205.79,57.05,5481,5481,3.07,0,0
1/10/2021,0,25.05,74.25,1008.65,6.72,91.46,206.67,57.05,5481,5481,3.07,0,0
1/11/2021,0,25.22,74.96,1009.48,5.42,94.83,199.38,57.05,5481,5481,3.07,0,0
1/12/2021,0,24.69,76.83,1009.87,7.02,103.38,215.00,57.05,5396,5396,3.07,0,0
1/13/2021,0,25.28,76.67,1009.75,5.58,107.63,199.88,57.05,5384,5384,3.07,0,0
1/14/2021,0,25.19,76.29,1009.25,4.91,90.13,205.83,57.05,5384,5384,3.07,0,0
1/15/2021,0.1,25.30,77.50,1008.78,4.63,116.54,192.83,57.05,5383,5383,3.07,0,0
1/16/2021,0,24.57,77.21,1007.89,4.62,196.96,202.25,57.05,5192,5192,3.07,0,0
1/17/2021,0,24.47,75.71,1009.37,6.95,125.96,183.71,57.02,4914,4914,3.06,0.01,0
1/18/2021,0,24.33,76.83,1010.56,7.51,97.63,175.92,56.86,4927,4927,3.02,0.05,0
1/19/2021,0,24.22,75.08,1009.74,5.03,138.75,212.83,56.59,4328,4927,2.96,0.11,0
1/20/2021,0,24.53,75.63,1009.85,4.53,148.50,223.67,56.59,4328,4927,2.96,0.11,0
1/21/2021,0,25.56,73.00,1008.81,5.95,197.29,222.63,56.63,4890,4890,2.97,0.1,0
1/22/2021,0.2,25.46,79.13,1009.17,5.88,140.67,186.42,56.69,5177,5177,2.99,0.08,0
1/23/2021,0,25.43,77.42,1009.40,5.21,142.38,201.33,56.59,5279,5279,2.96,0.11,0
1/24/2021,0.1,25.46,74.71,1010.00,4.55,153.92,205.83,56.59,5423,5423,2.96,0.11,0
1/25/2021,0,25.17,74.92,1010.54,6.11,155.54,218.83,56.69,5422,5422,2.99,0.08,0
1/26/2021,0,25.35,72.42,1009.88,6.35,172.75,230.75,56.73,5422,5422,2.99,0.08,0
1/27/2021,0.2,25.24,75.17,1010.41,6.52,153.88,189.33,56.79,5525,5525,3.01,0.06,0
1/28/2021,0.3,25.05,76.46,1011.04,7.00,120.38,178.79,56.96,5540,5540,3.05,0.02,0
1/29/2021,0.6,25.13,77.42,1011.25,6.07,113.25,193.54,57.05,5516,5516,3.07,0,0
1/30/2021,0,25.57,71.75,1010.48,4.97,125.79,220.79,57.05,5516,5516,3.07,0,0
1/31/2021,0,25.88,72.92,1011.22,5.44,100.79,179.96,57.05,5516,5516,3.07,0,0
2/1/2021,0.2,25.30,73.54,1013.24,7.33,94.21,184.67,56.96,5443,5443,3.05,0.02,0
2/2/2021,0,25.10,71.58,1013.36,6.85,84.54,223.54,56.63,5443,5443,2.97,0.1,0
2/3/2021,0,24.45,69.08,1012.83,5.97,105.88,242.50,56.43,5443,5443,2.92,0.15,0
2/4/2021,0,24.02,67.29,1012.55,6.56,110.88,240.29,56.14,4759,4759,2.86,0.21,0
2/5/2021,0,24.09,65.58,1011.47,5.40,121.04,244.71,55.94,4597,4597,2.81,0.26,0
2/6/2021,0,24.13,68.29,1010.39,5.72,90.13,245.75,55.71,4436,4436,2.74,0.33,0
2/7/2021,0,24.56,62.67,1011.00,6.39,58.88,241.17,55.58,4411,4411,2.7,0.37,0
2/8/2021,0,24.48,71.25,1012.09,7.29,89.04,230.29,55.61,4405,4405,2.71,0.36,0
2/9/2021,0,24.87,69.83,1011.14,5.08,118.50,235.58,56.07,4405,4405,2.85,0.22,0
2/10/2021,0,24.90,68.71,1009.76,5.08,124.25,250.00,56.2,4281,4281,2.87,0.2,0
2/11/2021,0,24.59,71.88,1009.32,7.26,122.38,236.33,56.23,4217,4217,2.88,0.19,0
2/12/2021,0,24.62,69.33,1010.12,6.52,124.29,247.33,56.14,4254,4254,2.86,0.21,0
2/13/2021,0,24.50,68.79,1011.16,6.91,124.92,248.79,56.3,4254,4254,2.89,0.18,0
2/14/2021,0,24.66,67.88,1010.80,6.85,129.92,253.46,56.59,4329,4329,2.96,0.11,0
2/15/2021,0,25.54,67.54,1009.41,5.96,145.75,255.21,56.86,4555,4555,3.02,0.05,0
2/16/2021,0,25.75,70.42,1009.00,7.70,168.67,231.67,57.05,4769,4769,3.07,0,0
2/17/2021,0,25.14,69.25,1009.34,9.33,142.50,257.38,57.05,5334,5334,3.07,0,0
2/18/2021,0.2,25.22,69.79,1010.94,9.55,112.42,227.33,57.05,5874,5874,3.07,0,0
2/19/2021,0,25.41,64.29,1011.99,9.03,71.00,202.88,57.05,5334,5334,3.07,0,0
2/20/2021,0.1,24.87,63.25,1011.70,12.26,66.46,208.42,57.05,5334,5334,3.07,0,0
2/21/2021,0,24.84,70.83,1012.05,9.44,100.63,123.17,57.05,5334,5334,3.07,0,0
2/22/2021,0,26.75,66.21,1011.32,6.41,80.21,249.96,57.05,5334,5334,3.07,0,0
2/23/2021,0,26.93,67.58,1009.78,4.18,150.29,251.42,57.05,5334,5334,3.07,0,0
2/24/2021,0,27.25,65.17,1008.70,4.47,173.79,252.79,57.05,5334,5334,3.07,0,0
2/25/2021,0,27.31,64.25,1008.08,5.97,234.29,264.83,57.05,5334,5334,3.07,0,0
2/26/2021,0,27.66,60.63,1006.33,6.11,226.92,270.38,57.05,5334,5334,3.07,0,0
2/27/2021,0,27.95,62.67,1005.67,6.13,213.13,256.29,57.05,0,0,3.07,0,0
2/28/2021,0,28.16,67.29,1006.63,5.87,195.92,252.04,57.05,0,0,3.07,0,0
3/1/2021,0,27.80,67.63,1009.48,7.72,175.38,214.83,57.05,0,0,3.07,0,0
3/2/2021,0,27.95,67.33,1009.68,6.78,208.29,228.13,57.05,0,0,3.07,0,0
3/3/2021,0,27.87,66.46,1008.76,5.84,196.92,264.33,57.05,5214,5214,3.07,0,0
3/4/2021,0,27.59,66.92,1009.44,6.91,182.92,264.38,57.05,5334,5334,3.07,0,0
3/5/2021,0,27.25,59.38,1010.09,6.89,198.42,271.54,57.05,5214,5214,3.07,0,0
3/6/2021,0,27.35,64.17,1009.49,5.92,204.92,274.42,57.05,5277,5277,3.07,0,0
3/7/2021,0,28.20,68.33,1008.85,7.13,182.08,260.13,57.05,5440,5440,3.07,0,0
3/8/2021,0.2,28.13,69.17,1009.73,8.60,149.63,250.08,57.05,5673,5673,3.07,0,0
3/9/2021,0,27.61,67.17,1010.45,7.47,149.79,258.88,57.05,5626,5626,3.07,0,0
3/10/2021,0,27.95,68.88,1009.97,7.69,177.54,258.13,57.05,5626,5626,3.07,0,0
3/11/2021,0,28.25,67.92,1009.96,8.13,180.58,239.46,57.05,5597,5597,3.07,0,0
3/12/2021,0,27.70,67.04,1011.11,7.86,170.96,260.46,57.05,5632,5632,3.07,0,0
3/13/2021,0,26.91,66.38,1010.77,5.02,228.71,274.46,57.05,5790,5790,3.07,0,0
3/14/2021,0,27.92,63.63,1008.97,5.90,138.13,268.67,57.05,5790,5790,3.07,0,0
3/15/2021,0,28.38,65.83,1008.12,6.47,140.21,266.08,57.05,5790,5790,3.07,0,0
3/16/2021,0,29.15,66.25,1007.73,7.12,162.50,250.29,57.05,5085,5277,3.07,0,0
3/17/2021,0,28.99,66.83,1006.92,8.09,156.50,248.04,57.05,5083,5277,3.07,0,0
3/18/2021,0,28.81,66.33,1007.52,8.18,147.46,240.46,57.05,5237,5277,3.07,0,0
3/19/2021,0,28.23,66.13,1007.20,7.98,154.42,268.17,57.05,5237,5277,3.07,0,0
3/20/2021,0,28.65,63.13,1005.93,5.20,170.63,278.58,57.05,5237,5277,3.07,0,0
3/21/2021,0,29.50,62.42,1005.48,5.95,211.67,260.33,57.05,0,0,3.07,0,0
3/22/2021,0,29.18,67.17,1007.40,5.56,138.08,178.79,56.86,4497,5370,3.02,0.05,0
3/23/2021,0,29.14,61.25,1008.41,5.60,161.17,278.25,56.59,4330,5300,2.96,0.11,0
3/24/2021,0,30.00,57.71,1007.98,5.57,144.54,283.38,56.23,4330,5300,2.88,0.19,0
3/25/2021,0,30.58,58.83,1006.65,5.61,180.50,270.21,55.97,0,0,2.82,0.25,0
3/26/2021,0,30.65,61.83,1006.24,5.53,172.13,256.38,56.07,0,0,2.85,0.22,0
3/27/2021,0,30.79,63.42,1005.71,5.34,159.29,263.63,56.69,5600,5000,2.99,0.08,0
3/28/2021,0,30.62,64.88,1004.99,6.52,181.67,266.63,57.05,5600,5000,3.07,0,0
3/29/2021,0,30.57,66.71,1004.40,8.38,190.38,259.71,57.05,5600,5000,3.07,0,0
3/30/2021,0,32.00,60.75,1002.24,9.32,205.83,269.83,57.05,0,0,3.07,0,0
3/31/2021,0,32.68,55.42,1000.17,7.87,243.71,291.96,57.05,0,0,3.07,0,0
4/1/2021,0,32.09,58.17,999.92,7.05,230.46,282.46,57.05,0,0,3.07,0,0
4/2/2021,0,32.67,60.88,1000.64,6.94,203.42,263.75,57.02,0,0,3.06,0.01,0
4/3/2021,0,31.69,65.13,1002.66,10.50,124.50,255.92,56.96,0,0,3.05,0.02,0
4/4/2021,0,31.70,64.79,1004.43,7.27,145.21,256.08,57.02,0,0,3.06,0.01,0
4/5/2021,1.3,30.60,70.71,1006.03,9.07,139.63,221.38,57.05,0,0,3.07,0,0
4/6/2021,0,30.52,66.08,1006.72,9.79,159.08,274.38,57.02,0,0,3.06,0.01,0
4/7/2021,0,30.53,65.33,1007.23,10.81,167.00,271.92,56.96,0,0,3.05,0.02,0
4/8/2021,0,30.44,64.46,1005.43,12.25,171.63,270.96,57.05,0,0,3.07,0,0
4/9/2021,0,29.73,67.38,1005.74,10.67,157.88,249.21,57.05,4762,4275,3.07,0,0
4/10/2021,0,30.09,64.25,1007.31,10.72,141.38,266.29,57.05,4762,4275,3.07,0,0
4/11/2021,0.1,30.30,65.54,1008.38,7.96,155.42,271.63,57.05,4762,4275,3.07,0,0
4/12/2021,0.4,30.59,66.33,1008.63,6.84,150.25,258.75,57.05,4762,4275,3.07,0,0
4/13/2021,0.1,31.03,64.71,1007.86,7.20,152.96,244.88,57.05,4762,4275,3.07,0,0
4/14/2021,0.3,30.50,64.67,1007.24,6.51,160.00,254.17,57.05,4762,4275,3.07,0,0
4/15/2021,0.1,29.85,67.13,1006.90,6.02,170.00,231.71,57.05,4762,4275,3.07,0,0
4/16/2021,0.1,30.05,65.88,1005.99,6.66,154.79,249.63,57.05,4762,4275,3.07,0,0
4/17/2021,0.2,30.93,63.67,1006.70,7.47,152.96,267.58,57.05,3935,3935,3.07,0,0
4/18/2021,0,30.93,67.92,1007.43,8.70,154.33,253.54,56.92,3935,3935,3.04,0.03,0
4/19/2021,0.8,31.62,67.29,1005.03,9.25,177.29,248.21,56.53,3935,3935,2.95,0.12,0
4/20/2021,0,31.98,64.92,1004.59,10.82,166.75,255.50,56.53,3935,3935,2.95,0.12,0
4/21/2021,0,31.24,65.58,1005.92,10.98,168.75,225.21,55.87,3935,3935,2.79,0.28,0
4/22/2021,3.5,30.77,69.88,1006.56,7.73,168.38,228.83,55.91,3935,3935,2.8,0.27,0
4/23/2021,10.9,30.58,71.13,1006.33,7.69,146.75,217.63,56.2,3935,3935,2.87,0.2,0
4/24/2021,0,31.35,67.83,1005.56,7.37,162.42,250.46,56.53,3935,3935,2.95,0.12,0
4/25/2021,0,32.04,62.92,1005.29,8.45,149.50,268.96,56.89,3935,3935,3.03,0.04,0
4/26/2021,0,31.35,64.25,1005.01,9.16,167.00,259.71,57.05,3935,3935,3.07,0,0
4/27/2021,0,31.70,61.46,1005.55,6.85,179.25,268.71,57.05,3935,3935,3.07,0,0
4/28/2021,1.1,32.02,62.79,1006.05,6.93,171.42,259.54,56.89,3935,3935,3.03,0.04,0
4/29/2021,0.4,31.71,63.71,1005.58,8.02,153.13,253.79,56.63,3935,3935,2.97,0.1,0
4/30/2021,0.9,31.41,64.63,1005.18,8.03,164.33,264.71,56.43,3935,3935,2.92,0.15,0
5/1/2021,0,31.12,63.08,1005.53,10.80,148.38,279.04,56.14,3935,3935,2.86,0.21,0
5/2/2021,0,31.24,63.71,1005.66,8.50,150.92,257.71,56.23,3935,3935,2.88,0.19,0
5/3/2021,0,31.38,63.21,1005.11,7.96,146.88,251.71,56.56,0,0,2.95,0.12,0
5/4/2021,0,31.34,63.04,1004.89,9.38,152.29,259.96,56.73,0,0,2.99,0.08,0
5/5/2021,0,31.73,62.75,1004.72,10.63,151.38,270.00,56.89,0,0,3.03,0.04,0
5/6/2021,0.2,31.73,62.13,1005.97,11.02,149.88,249.88,56.92,0,0,3.04,0.03,0
5/7/2021,0.3,31.30,65.96,1006.73,10.23,144.96,220.42,57.05,0,0,3.07,0,0
5/8/2021,0.5,31.77,63.38,1005.84,8.81,144.92,249.75,57.05,0,0,3.07,0,0
5/9/2021,0,32.12,61.88,1004.31,10.81,150.75,246.71,57.05,0,0,3.07,0,0
5/10/2021,0,32.08,64.29,1003.70,10.12,161.13,246.38,57.05,0,0,3.07,0,0
5/11/2021,0,32.81,61.88,1003.01,10.45,166.25,251.21,57.05,0,0,3.07,0,0
5/12/2021,0,32.78,61.54,1001.66,10.34,177.25,259.29,57.05,0,0,3.07,0,0
5/13/2021,4.4,31.98,68.71,1001.54,9.89,178.54,217.00,57.05,0,0,3.07,0,0
5/14/2021,0,32.40,65.25,1001.17,12.99,160.92,237.17,57.05,0,0,3.07,0,0
5/15/2021,1.8,31.42,69.25,1001.26,16.13,130.46,239.58,57.05,0,0,3.07,0,0
5/16/2021,10.5,30.21,74.96,1002.26,14.06,138.67,192.79,57.05,0,0,3.07,0,0
5/17/2021,1.3,30.53,74.13,1003.35,12.11,142.75,213.17,57.05,0,0,3.07,0,0
5/18/2021,0.5,31.17,71.25,1003.42,12.03,161.67,246.17,57.05,0,0,3.07,0,0
5/19/2021,0.4,31.33,71.79,1002.53,10.44,166.00,229.25,57.05,0,0,3.07,0,0
5/20/2021,2.6,30.79,72.54,1002.44,6.80,204.08,239.75,57.05,0,0,3.07,0,0
5/21/2021,6.8,31.00,70.17,1002.13,7.74,209.63,236.67,57.05,0,0,3.07,0,0
5/22/2021,10.3,29.06,77.21,1001.50,8.94,244.79,94.25,57.05,0,0,3.07,0,0
5/23/2021,0,31.65,63.63,1000.82,8.19,224.58,143.04,57.05,0,0,3.07,0,0
5/24/2021,0,33.67,52.25,999.56,13.05,250.25,186.08,57.05,0,0,3.07,0,0
5/25/2021,0,33.68,39.21,997.32,14.13,291.88,190.79,57.05,0,0,3.07,0,0
